full_name,unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,deposits,,,,,,,,,,,Cuenta corriente Santander PB,1143833.84,1143833.84,,,,,,,,,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Este bien vuelve a ser declarado con fecha 10/01/22
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 10/01/22
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Este bien ya no aparece en la declaración de fecha 10/01/22
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 10/01/22
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,otros,,,,,,,,,,,,,,,,,,,,Seguro de vida,19405.36,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,otros,,,,,,,,,,,,,,,,,,,,Plan de pensiones ,5545.9,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,otros,,,,,,,,,,,,,,,,,,,,Fondo de renta fija flotante,799762.95,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,otros,,,,,,,,,,,,,,,,,,,,Plan de pensiones,5559.2,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Retribuciones diputado Congreso de Diputados ,88024.96,88024.96,,,,,,,,,,,,,,,,,,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Retribución complemento de Dirección del grupo parlamentario popular,33503.96,33503.96,,,,,,,,,,,,,,,,,,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,rentas,Otras rentas o percepciones de cualquier clase,Retribuciones colaboración prensa e impartición de cursos ,10526,10526,,,,,,,,,,,,,,,,,,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,rentas,Otras rentas o percepciones de cualquier clase,Derechos de autor y otros ,2000,2000,,,,,,,,,,,,,,,,,,,,,,,
MARTINA VELARDE GOMEZ,MartinaVelardeGomez,MARTINA VELARDE GOMEZ,,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Piso,Cádiz,2020,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
MARTINA VELARDE GOMEZ,MartinaVelardeGomez,MARTINA VELARDE GOMEZ,,cantidad pagada por irpf,,,,,3862.6,,,,,,,,,,,,,,,,,,,,,,
MARTINA VELARDE GOMEZ,MartinaVelardeGomez,MARTINA VELARDE GOMEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario ,44134,100800,100203.76,100203.76,
MERTXE AIZPURUA ARZALLUS,MertxeAizpuruaArzallus,MERTXE AIZPURUA ARZALLUS,Gipuzkoa,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Garaje,Gipuzkoa,2020,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
MERTXE AIZPURUA ARZALLUS,MertxeAizpuruaArzallus,MERTXE AIZPURUA ARZALLUS,,cantidad pagada por irpf,,,,,2644.14,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,BALEARS,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,"Parcela urbana (1,523,48 m2) con edificacion (384 m2)","Santa Eulária dés Riu, Ibiza. Islas baleares",2021,100% en propiedad. Herencia,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda en edificio plurifamiliar (Actualmente en construcción),"Santa Eulária dés Riu, Ibiza. Islas baleares",2021,100% en propiedad. Herencia,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Plaza de aparcamiento (Actualmente en construccion),"Santa Eulária dés Riu, Ibiza. Islas baleares",2021,100% en propiedad. Herencia,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,bienes patrimoniales,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en bolsa y de la que el declarante tiene acciones o participaciones",Porcion de tierra de regadio (2080 m2),"Santa Eulária dés Riu, Ibiza. Islas baleares",2021,"87,5% en propiedad erencia",,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,bienes patrimoniales,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en bolsa y de la que el declarante tiene acciones o participaciones",Terreno de tierra dedicado a cultivo (3533 m2),"Santa Eulária dés Riu, Ibiza. Islas baleares",2021,"87,5% en propiedad erencia",,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,bienes patrimoniales,,,,,,"Bienes inmuebles propiedad de una sociedad, comunidad o entidad que no cotiza en bolsa y de la que el declarante tiene acciones o participaciones",Terreno de secano (+/- 13000 m2) con vivienda en estado de ruina,"Santa Eulária dés Riu, Ibiza. Islas baleares",2021,"87,5% en propiedad erencia",,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,cantidad pagada por irpf,,,,,24902.18,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,deposits,,,,,,,,,,,Depósitos en cuentas corrientes,"12,560,55",12560.55,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,deposits,,,,,,,,,,,Depósito en cuentas corrientes 1,"17,356,53",17356.53,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,dueda,,,,,,,,,,,,,,,,,,,,,,Credito Hipotecario Unicaja Banco (50%),40167,"99,500,00","61,030,11",61030.11,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,dueda,,,,,,,,,,,,,,,,,,,,,,Credito Hipotecario Unicaja Banco (50%),40167,"99,500,00","60,158,25",60158.25,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"A los efectos de ampliar información se hace constar que en la cuenta corriente de la entidad mercantil Miguel Angel Jerez S.L de la que es titular del 100% de las participaciones, arroja en la fecha de la presente declaración un total de TRES MIL OCHOCIENTOS EUROS (3,800,00)"
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Propietario del 100% de una vivienda en Paris (Francia) - Herencia cy compraventa
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Intereses cuentas corrientes,"0,01",0.01,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros","Intereses prestamo Miguel Angel Jérez, S.L","201,45",201.45,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,Otras rentas o percepciones de cualquier clase,Comercializacion vivienda turística. Estancias Turísticas vacacionales,"20,500,00",20500,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento local comercial. Restaurante.,"7,200,00",7200,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas","87,5% participaciones sociales BRAIBANT, S.L","17,593,48",17593.48,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",100% participaciones sociales Miguel Angel Jerez S.L,"27,687,12",27687.12,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Otros bienes, rentas o derechos de contenido economico no declarados en apartados anteriores","Plan de pensiones, 843 - Duero Equilibrio ","5,425,06",5425.06,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Otros bienes, rentas o derechos de contenido economico no declarados en apartados anteriores","Plan Universal de Previsión Social, mutualidad de la Abogacía ","32,381,28",32381.28,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Otros bienes, rentas o derechos de contenido economico no declarados en apartados anteriores",Plan de ahorro ticket. Axa Seguros,"3,591,49",3591.49,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Intereses cuentas corrientes,"0,01",0.01,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros","Intereses prestamo Miguel Angel Jérez, S.L","201,45",201.45,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,Otras rentas o percepciones de cualquier clase,Comercializacion vivienda turística. Estancias Turísticas vacacionales,"20,500,00",20500,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento local comercial. Restaurante.,"7,200,00",7200,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas","87,55% participaciones sociales BRAIBANT S.L",17953.48,17953.48,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",100% participaciones sociales Miguel Angel Jerez S.L,"27,687,12",27687.12,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Otros bienes, rentas o derechos de contenido economico no declarados en apartados anteriores","Plan de pensiones, 843 - Duero Equilibrio ","5,425,06",5425.06,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Otros bienes, rentas o derechos de contenido economico no declarados en apartados anteriores","Plan Universal de Previsión Social, mutualidad de la Abogacía ","33,176,06",33176.06,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL JEREZ JUAN,MiguelAngelJerezJuan,MIGUEL ANGEL JEREZ JUAN,,rentas,"Otros bienes, rentas o derechos de contenido economico no declarados en apartados anteriores",Plan de ahorro ticket. Axa Seguros,"3,371,33",3371.33,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,PALENCIA,cantidad pagada por irpf,,,,,10786.7,,,,,,,,,,,,,,,,,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,deposits,,,,,,,,,,,Saldo en cuentas corrientes,1410.79,1410.79,,,,,,,,,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,deposits,,,,,,,,,,,Saldo en cuentas corrientes ,9682.14,9682.14,,,,,,,,,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario en Unicaja,38551,220500,151524.69,151524.69,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario en Banco Santander,41319,200000,160941.27,160941.27,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario en Laboral Kutxa,39091,24000,4086.88,4086.88,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo de persona física,43633,60000,60000,60000,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario en Banco Santander,41319,200000,152124.74,152124.74,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario en Unicaja,38551,220500,144148.31,144148.31,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo de persona física,43633,60000,60000,60000,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 13/04/21
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 13/04/21
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 13/04/21
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 13/04/21
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 13/04/21
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esta deuda no se considera en la declaración del 13/04/21, se podría asumir que se liquidó"
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 13/04/21
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,otros,,,,,,,,,,,,,,,,,,,,Plan de pensiones,43243.72,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,otros,,,,,,,,,,,,,,,,,,,,Préstamo a persona física,50000,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,otros,,,,,,,,,,,,,,,,,,,,Plan de pensiones,69007,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,otros,,,,,,,,,,,,,,,,,,,,Préstamo a persona física,35000,,,,,,
MIGUEL ANGEL PANIAGUA NUNEZ,MiguelAngelPaniaguaNunez,MIGUEL ANGEL PANIAGUA NUNEZ,,rentas,Otras rentas o percepciones de cualquier clase,Alquiler de vivienda al 50% ,2700,2700,,,,,,,,,,,,,,,,,,,,,,,
MIREIA VEHI CANTENYS,MireiaVehiCantenys,MIREIA VEHI CANTENYS,BARCELONA,cantidad pagada por irpf,,,,,596.41,,,,,,,,,,,,,,,,,,,,,,
MIREIA VEHI CANTENYS,MireiaVehiCantenys,MIREIA VEHI CANTENYS,,vehiculos,,,,,,,,,,,,,,,,,,2021,Hyundai kona,,,,,,,,
NÉSTOR REGO CANDAMIL,NéStorRegoCandamil,NÉSTOR REGO CANDAMIL,,cantidad pagada por irpf,,,,,22200.73,,,,,,,,,,,,,,,,,,,,,,
NÉSTOR REGO CANDAMIL,NéStorRegoCandamil,NÉSTOR REGO CANDAMIL,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario avanca ,44044,220000,216586.4,216586.4,
NÉSTOR REGO CANDAMIL,NéStorRegoCandamil,NÉSTOR REGO CANDAMIL,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Trienios. Xunta Galiza,479.66,479.66,,,,,,,,,,,,,,,,,,,,,,,
NÉSTOR REGO CANDAMIL,NéStorRegoCandamil,NÉSTOR REGO CANDAMIL,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Trienios. Xunta Galiza,541.49,541.49,,,,,,,,,,,,,,,,,,,,,,,
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,TARRAGONA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso 88 M2,Flix,2015,Propiedad 100%,,,,,,,,,,,,,,,,,
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Casa adosada,Flix,2022,50% compraventa,,,,,,,,,,,,,,,,,
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,,cantidad pagada por irpf,,,,,18517.14,,,,,,,,,,,,,,,,,,,,,,
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,,deposits,,,,,,,,,,,Cuentas corrientes,12500,12500,,,,,,,,,,,,,,
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,,deposits,,,,,,,,,,,Cuentas corrientes,21000,21000,,,,,,,,,,,,,,
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,,dueda,,,,,,,,,,,,,,,,,,,,,,Hipoteca 50% ,2022,108000,104163.07,104163.07,
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediante declaración de fecha 29/09/22 se informa que el inmueble está proporcionando ingresos económicos derivados de un contrato de arrendamiento.
NORMA PUJOL I FARRÉ,NormaPujolIFarré,NORMA PUJOL I FARRÉ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Se actualiza información mediante declaración de fecha 29/09/22
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,MADRID,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda con una plaza de garaje,Rivas vaciamadrid,2011,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,cantidad pagada por irpf,,,,,5039.12,,,,,,,,,,,,,,,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,deposits,,,,,,,,,,,Cuenta corriente Cajamar,5500,5500,,,,,,,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario concedido por el Banco Cajamar,40869,"123035,63","95215,24",95215.24,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario concedido por el Banco Santander,43796,20000,19500,19500,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modifica la declaración de bienes inicial para incorporar motocicleta Supero Soco 125cc. Manifiesta tambipen que ya no dispone de la que figura en la primera declaración, Keeway 125cc"
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Adquisición de nuevo vehiculo volkswagen id4 y venta del BMW declarado anteriormente
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Partido Socialista Obrero Español (año 2019) Contrato administrativo hasta 26/01/20,"31911,16",31911.16,,,,,,,,,,,,,,,,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Dietas pleno ayuntamiento Rivas Vaciamadrid (Mensual),460,460,,,,,,,,,,,,,,,,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,vehiculos,,,,,,,,,,,,,,,,,,2019,BMW 520D,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,vehiculos,,,,,,,,,,,,,,,,,,2018,Motocicleta Keeway Cilindrada 125 cc,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,vehiculos,,,,,,,,,,,,,,,,,,2022,Motocicleta Super Soco 125cc,,,,,,,,
OMAR ANGUITA PÉREZ,OmarAnguitaPérez,OMAR ANGUITA PÉREZ,,vehiculos,,,,,,,,,,,,,,,,,,2022,Volkswagen id4,,,,,,,,
ÓSCAR GAMAZO MICO,ÓscarGamazoMico,ÓSCAR GAMAZO MICO,VALENCIA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Trastero,Valencia,2020,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
ÓSCAR GAMAZO MICO,ÓscarGamazoMico,ÓSCAR GAMAZO MICO,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Plaza de aparcamiento,Valencia,2022,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
ÓSCAR GAMAZO MICO,ÓscarGamazoMico,ÓSCAR GAMAZO MICO,,cantidad pagada por irpf,,,,,13653.23,,,,,,,,,,,,,,,,,,,,,,
PABLO ECHENIQUE ROBBA,PabloEcheniqueRobba,PABLO ECHENIQUE ROBBA,Zaragoza,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda ,Madrid,n/a,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
PABLO ECHENIQUE ROBBA,PabloEcheniqueRobba,PABLO ECHENIQUE ROBBA,,cantidad pagada por irpf,,,,,22260.62,,,,,,,,,,,,,,,,,,,,,,
PABLO ECHENIQUE ROBBA,PabloEcheniqueRobba,PABLO ECHENIQUE ROBBA,,deposits,,,,,,,,,,,Depósitos bancarios,83639.23,83639.23,,,,,,,,,,,,,,
PABLO ECHENIQUE ROBBA,PabloEcheniqueRobba,PABLO ECHENIQUE ROBBA,,dueda,,,,,,,,,,,,,,,,,,,,,,Hipoteca Caja Laboral kutxa,44441,162000,162000,162000,
PABLO ECHENIQUE ROBBA,PabloEcheniqueRobba,PABLO ECHENIQUE ROBBA,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Venta de criptomonedas,5890.06,5890.06,,,,,,,,,,,,,,,,,,,,,,,
PABLO ECHENIQUE ROBBA,PabloEcheniqueRobba,PABLO ECHENIQUE ROBBA,,rentas,Otras rentas o percepciones de cualquier clase,Prestación Ley de dependencia,3569.03,3569.03,,,,,,,,,,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,VALLADOLID,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda ,Valladolid,2020,pleno dominio de un 30%. Herencia,,,,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda ,Valladolid,2020,pleno dominio de un 30%. Herencia,,,,,,,,,,,,,,,,,
