full_name,unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,deposits,,,,,,,,,,,Cuentas corrientes (al 50%),6201.96,6201.96,,,,,,,,,,,,,,
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,deposits,,,,,,,,,,,Cuentas corrientes (al 50%),7548.52,7548.52,,,,,,,,,,,,,,
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo personal La Caixa,42685,20000 (50%),1527.41 (50%),1527.41,
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario Bankinter,38555,192324 (50%),114227.63 (50%),114227.63,
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario Caixabank,44657,250000,248493.39,248493.39,
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mediante declaración de fecha 22/06/22 se informa que esta vivienda ya no será la vivienda habitual, sino la adquirida en 2022"
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediante declaración de fecha 22/06/22 se informa la cancelación de los fondos de inversión
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediante declaración de fecha 22/06/22 se informa la cancelación de los fondos de inversión
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Se actualiza información mediante declaración de fecha 22/06/22
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediante declaración de fecha 22/06/22 se informa la liquidación de la deuda.
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediante declaración de fecha 22/06/22 se informa la liquidación de la deuda.
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Fondo Cabk Crecimiento (50%),7980.14,7980.14,,,,,,,,,,
FRANCISCO ARANDA VARGAS,FranciscoArandaVargas,FRANCISCO ARANDA VARGAS,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Fondo Cabk Evolución (50%),7611.62,7611.62,,,,,,,,,,
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,MADRID,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Asturias,2019,25% pleno dominio por herencia,,,,,,,,,,,,,,,,,
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,sOLAR,Asturias,2019,1.4% pleno dominio por herencia,,,,,,,,,,,,,,,,,
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Almacén-huerta,Asturias,2019,8.33% pleno dominio por herencia,,,,,,,,,,,,,,,,,
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Soto del real (Madrid),2021,50% pleno dominio por compra,,,,,,,,,,,,,,,,,
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,deposits,,,,,,,,,,,4 cuentas corrientes,"55,614,83",55614.83,,,,,,,,,,,,,,
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,dueda,,,,,,,,,,,,,,,,,,,,,,Credito hipotecario sobre la casa de soto del real )madrid),44348,142500,139500,139500,
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,La presente variación patrimonial es como consecuencia del fallecimiento de su padre el 16 de diciembre de 2019
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opel Astra fue vendido en febrero de 2021 por 7,900 euros"
FRANCISCO JAVIER ORTEGA SMITH,FranciscoJavierOrtegaSmith,FRANCISCO JAVIER ORTEGA SMITH,,vehiculos,,,,,,,,,,,,,,,,,,2021,Mitsubishi Outlander,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,MADRID,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Madrid,2008,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Garaje,Madrid,2008,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,cantidad pagada por irpf,,,,,8972.49,,,,,,,,,,,,,,,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,cantidad pagada por irpf,,,,,6649.29,,,,,,,,,,,,,,,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,deposits,,,,,,,,,,,Cuentas corrientes,"16,735,03",16735.03,,,,,,,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,deposits,,,,,,,,,,,Cuenta corriente,"46,091,78",46091.78,,,,,,,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo con garantía hipotecaria Caixabank,39569,"77,746,80","7,522,86",7522.86,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario cancelado con fecha diciembre de 2020
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Salario + trienios Senasa,"1,594,08 /neto",1594.08,,,,,,,,,,,,,,,,,,,,,,,
GEMA LÓPEZ SOMOZA,GemaLópezSomoza,GEMA LÓPEZ SOMOZA,,vehiculos,,,,,,,,,,,,,,,,,,2014,Toyota Auris,,,,,,,,
GEORGINA TRIAS GIL,GeorginaTriasGil,GEORGINA TRIAS GIL,AVILA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso,Barcelona,2022,"Propiedad plena 4,17% y herencia",,,,,,,,,,,,,,,,,
GEORGINA TRIAS GIL,GeorginaTriasGil,GEORGINA TRIAS GIL,,cantidad pagada por irpf,,,,,5065.85,,,,,,,,,,,,,,,,,,,,,,
GERARD ÁLVAREZ I GARCÍA,GerardÁlvarezIGarcía,GERARD ÁLVAREZ I GARCÍA,BARCELONA,cantidad pagada por irpf,,,,,1517.32,,,,,,,,,,,,,,,,,,,,,,
GERARD ÁLVAREZ I GARCÍA,GerardÁlvarezIGarcía,GERARD ÁLVAREZ I GARCÍA,,deposits,,,,,,,,,,,Cuenta corriente,969.29,969.29,,,,,,,,,,,,,,
GERARD ÁLVAREZ I GARCÍA,GerardÁlvarezIGarcía,GERARD ÁLVAREZ I GARCÍA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Sueldo como trabajador en la administración pública,18107.5,18107.5,,,,,,,,,,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,MALAGA,bienes patrimoniales,,,,,,Bienes Inmuebles de naturaleza urbana,Casa,Toremolinos (Malaga),1968,50% Herencia,,,,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,,bienes patrimoniales,,,,,,Bienes Inmuebles de naturaleza urbana,Local,Toremolinos (Malaga),1977,50% Herencia,,,,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,,bienes patrimoniales,,,,,,Bienes Inmuebles de naturaleza urbana,Terreno,Malaga,2001,50% Herencia,,,,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,,cantidad pagada por irpf,,,,,854.08,,,,,,,,,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,,deposits,,,,,,,,,,,Cuentas corriente,42000,42000,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Rendimiento neto,52764.14,52764.14,,,,,,,,,,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,,rentas,Otras rentas o percepciones de cualquier clase,arrendamiento,2100,2100,,,,,,,,,,,,,,,,,,,,,,,
ISABEL GEMA PÉREZ RECUERDA,IsabelGemaPérezRecuerda,ISABEL GEMA PÉREZ RECUERDA,,vehiculos,,,,,,,,,,,,,,,,,,2021,Suzuki SX4,,,,,,,,
ISMAEL CORTÉS GÓMEZ,IsmaelCortésGómez,ISMAEL CORTÉS GÓMEZ,TARRAGONA,cantidad pagada por irpf,,,,,0,,,,,,,,,,,,,,,,,,,,,,
IVÁN ESPINOSA DE LOS MONTEROS DE SIMÓN,IváNEspinosaDeLosMonterosDeSimóN,IVÁN ESPINOSA DE LOS MONTEROS DE SIMÓN,MADRID,cantidad pagada por irpf,,,,,34856.2,,,,,,,,,,,,,,,,,,,,,,
JAIME MIGUEL MATEU ISTURIZ,JaimeMiguelMateuIsturiz,JAIME MIGUEL MATEU ISTURIZ,BURGOS,cantidad pagada por irpf,,,,,16188.23,,,,,,,,,,,,,,,,,,,,,,
JAIME MIGUEL MATEU ISTURIZ,JaimeMiguelMateuIsturiz,JAIME MIGUEL MATEU ISTURIZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Mediante declaración de fecha 7/10/21 se da de baja a este vehículo
JAIME MIGUEL MATEU ISTURIZ,JaimeMiguelMateuIsturiz,JAIME MIGUEL MATEU ISTURIZ,,vehiculos,,,,,,,,,,,,,,,,,,2018,Audi Q3 TDI en Renting,,,,,,,,
JAIME MIGUEL MATEU ISTURIZ,JaimeMiguelMateuIsturiz,JAIME MIGUEL MATEU ISTURIZ,,vehiculos,,,,,,,,,,,,,,,,,,2021,Abarth 500 C 1.4 T Jet en easy plan,,,,,,,,
JAUME ASENS LLODRA,JaumeAsensLlodra,JAUME ASENS LLODRA,BARCELONA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Plaza de garaje,Barceona,n/a,Pleno dominio herencia,,,,,,,,,,,,,,,,,
JAUME ASENS LLODRÁ,JaumeAsensLlodrá,JAUME ASENS LLODRÁ,,cantidad pagada por irpf,,,,,30146.16,,,,,,,,,,,,,,,,,,,,,,
JOAN CAPDEVILA I ESTEVE,JoanCapdevilaIEsteve,JOAN CAPDEVILA I ESTEVE,BARCELONA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Finca rústica ,Girona,2021,Propiedad sin usufructo (40%) Herencia,,,,,,,,,,,,,,,,,
JOAN CAPDEVILA I ESTEVE,JoanCapdevilaIEsteve,JOAN CAPDEVILA I ESTEVE,,cantidad pagada por irpf,,,,,13084.94,,,,,,,,,,,,,,,,,,,,,,
JOAN CAPDEVILA I ESTEVE,JoanCapdevilaIEsteve,JOAN CAPDEVILA I ESTEVE,,cantidad pagada por irpf,,,,,13084.94,,,,,,,,,,,,,,,,,,,,,,
JOAN CAPDEVILA I ESTEVE,JoanCapdevilaIEsteve,JOAN CAPDEVILA I ESTEVE,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bien adquirido por herencia, tras la muerte de su padre"
JOAN CAPDEVILA I ESTEVE,JoanCapdevilaIEsteve,JOAN CAPDEVILA I ESTEVE,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bien adquirido por herencia, tras la muerte de su padre"
JOAN CAPDEVILA I ESTEVE,JoanCapdevilaIEsteve,JOAN CAPDEVILA I ESTEVE,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Acciones Sabadell,,,,,,,,,,,,
JOAN MIGUEL MENA ARCA,JoanMiguelMenaArca,JOAN MIGUEL MENA ARCA,BARCELONA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda habitual,Sabadell,2007,,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,ALBACETE,bienes patrimoniales,,,,,,bienes inmuebles de naturaleza urbana,vivienda habitual dos plantas,Agramon,2005,Pleno dominio mediante compraventa,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,bienes patrimoniales,,,,,,bienes inmuebles de naturaleza urbana,una plaza de garaje,Hellín,2012,Pleno dominio mediante compraventa,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza rústica,"F. agricola 1,6 olivar regadio (tres trozos colindantes)",Agramon,2005,Pleno dominio mediante compraventa,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza rústica,"F. agricola improductiva y parte inculta, 1,7 Ha",Agramon,2022,Pleno dominio mediante compraventa,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza rústica,"F. agricola improductiva y parte inculta y matorral 3,6 Ha",Agramon,2022,Mitad proindiviso mediante compraventa,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,deposits,,,,,,,,,,,cuenta ordinaria (50%),11292,11292,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,deposits,,,,,,,,,,,cuenta ordinaria ,37208.84,37208.84,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,deposits,,,,,,,,,,,cinco fondos mixtos inversion colectiva,103016.3,103016.3,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,a fecha 28 de marzo 2022
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,a fecha 28 de marzo 2023
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,a fecha 28 de marzo 2024
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"algunos de los bienes descritos fueron objeto de adjudicación por disolución de matrimonio mediante sentencia de enero de 2018, haciendose constar su adquisición durante la vigencia de la sociedad de gananciales"
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,otros,,,,,,,,,,,,,,,,,,,,Plan de pensiones empresa Ayto de Hellín,349.98,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,otros,,,,,,,,,,,,,,,,,,,,Plan de pensiones PPA,7694.51,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Acciones de sociedades cotizadas en bolsa con valor a fecha 28/03/2022,50312.15,50312.15,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,rentas,"percepciones netas de tipo salarial, sueldos honorarios, aranceles y otras retribuciones, cualquiera que sea su denominacion ",retribuciones 2021 funcionario de carrera ayuntamiento de Hellín (hasta marzo 2021),10498.03,10498.03,,,,,,,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,rentas,Otras rentas o percepciones de cualquier clase,rendimientos agricolas de olivar explotación propia,12202.23,12202.23,,,,,,,,,,,,,,,,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,vehiculos,,,,,,,,,,,,,,,,,,2018,Opel vectra 2.0 D.T. de 23 años de antigüedad,,,,,,,,
JOSE CARLOS DIAZ RODRIGUEZ,JoseCarlosDiazRodriguez,JOSE CARLOS DIAZ RODRIGUEZ,,vehiculos,,,,,,,,,,,,,,,,,,2014,BMW R850R de 21 años de antigüedad,,,,,,,,
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,MÁLAGA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Plaza aparcamiento,Mpalaga,2020,Pleno dominio/pravente,,,,,,,,,,,,,,,,,
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Málaga,2021,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,cantidad pagada por irpf,,,,,9873.56,,,,,,,,,,,,,,,,,,,,,,
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Venta plaza de garaje situada en Málaga 5/11/20
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Finalización microcrédito PSOE6/11/21 y modificación de la declaracion incial y de la ultima registrada
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Finalizacion micreocredito PSC 03/09/21
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Micreocredito PSOE,6000,6000,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Microcredito PSC,3000,3000,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ CARLOS DURÁN PERALTA,JoséCarlosDuránPeralta,JOSÉ CARLOS DURÁN PERALTA,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Micreocredito PSOE al 08/04/21,10000,10000,,,,,,,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,LAS PALMAS,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda habitual con plaza de garaje y trastero,Las Palmas de Gran Canaria (Las Palmas),1994,Ganancial Compraventa pleno dominio,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Plaza de garaje en vivienda habitual,Las Palmas de Gran Canaria,1997,Ganancial Compraventa pleno dominio,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda con plaza de garaje y trastero,santa Lucia de Tirajana (Las Palmas),2009,Ganancial Compraventa pleno dominio,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,deposits,,,,,,,,,,,"Cuenta de corriente y de ahorro (en gananciales, cotitular) en dos entidades bancarias",109599.27,109599.27,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo para financiacion vehiculo PEUGOT 2008 (gananciales),2011,7058.59,645.01,645.01,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,otros,,,,,,,,,,,,,,,,,,,,"Planes de pensiones personal, con dos entidades diferentes",11456.99,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Ayuntamiento de San Bartolomé de Tirajana (salarios),28047.05,28047.05,,,,,,,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Consejeria de Educacion del gobierno de Canarias (salarios),9588.97,9588.97,,,,,,,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Universidad de las Palmas de Gran canaria (salarios),4821.33,4821.33,,,,,,,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,rentas,Dividendos y participación en beneficios de sociedad comunidades o entidades de cualquier clase,Comunidad de propietarios de viviendas residencia El Mirador,31.9,31.9,,,,,,,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",intereses de cuentas,7,7,,,,,,,,,,,,,,,,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,vehiculos,,,,,,,,,,,,,,,,,,2016,SEAT IBIZA 5P 1.2 TSI ,,,,,,,,
JOSE FRANCISCO DUQUE MORÁN,JoseFranciscoDuqueMorán,JOSE FRANCISCO DUQUE MORÁN,,vehiculos,,,,,,,,,,,,,,,,,,2019,PEUGEOT 2008 GT Line Pure tech 130,,,,,,,,
JOSÉ IGNACIO ROMANÍ CANTERA,JoséIgnacioRomaníCantera,JOSÉ IGNACIO ROMANÍ CANTERA,CADIZ,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,cadiz,2000,Compraventa 100%,,,,,,,,,,,,,,,,,
JOSÉ IGNACIO ROMANÍ CANTERA,JoséIgnacioRomaníCantera,JOSÉ IGNACIO ROMANÍ CANTERA,,deposits,,,,,,,,,,,Saldo al 31 de diciembre del ejercicio anterior sobre cuentas corrientes,6694.82,6694.82,,,,,,,,,,,,,,
JOSÉ IGNACIO ROMANÍ CANTERA,JoséIgnacioRomaníCantera,JOSÉ IGNACIO ROMANÍ CANTERA,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo Hipotecario La Caixa,38664,208000,122015.04,122015.04,
JOSÉ IGNACIO ROMANÍ CANTERA,JoséIgnacioRomaníCantera,JOSÉ IGNACIO ROMANÍ CANTERA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,otras deudad y obligaciones derivadas de contratos sentencia o cualquier otro titulo
