name,type,value
MIGUEL DALMAU BLANCO,rentas,69.99
MIGUEL DALMAU BLANCO,rentas,55.66
MIGUEL JOSÉ AUBÀ FLEIX,rentas,0.00
MIGUEL JOSÉ AUBÀ FLEIX,rentas,360.00
MIGUEL JOSÉ AUBÀ FLEIX,rentas,0.00
MIGUEL JOSÉ AUBÀ FLEIX,rentas,0.00
MIGUEL JOSÉ AUBÀ FLEIX,rentas,0.00
MIGUEL LORENZO TORRES,rentas,39030.54
MIGUEL LORENZO TORRES,rentas,2160.00
MIGUEL LORENZO TORRES,rentas,9.87
MIGUEL LORENZO TORRES,rentas,3800.00
MIGUEL SÁNCHEZ LÓPEZ,rentas,56532.96
MIGUEL SÁNCHEZ LÓPEZ,rentas,1941.66
MIQUEL CAMINAL CERDÀ,rentas,15427.01
MIQUEL CAMINAL CERDÀ,rentas,765.68
MIQUEL CAMINAL CERDÀ,rentas,24.90
MIQUEL CAMINAL CERDÀ,rentas,13200.00
MODESTO POSE MESURA,rentas,6463.86
OLIVIA MARÍA DELGADO OVAL,rentas,2955.38
OLIVIA MARÍA DELGADO OVAL,rentas,1332.00
OLIVIA MARÍA DELGADO OVAL,rentas,2.40
PABLO PÉREZ CORONADO,rentas,25331.48
PABLO PÉREZ CORONADO,rentas,1559.25
PABLO RUZ VILLANUEVA,rentas,14878.00
PABLO RUZ VILLANUEVA,rentas,2087.00
PABLO RUZ VILLANUEVA,rentas,5832.00
PABLO RUZ VILLANUEVA,rentas,1200.00
PALOMA HERNÁNDEZ CEREZO,rentas,38878.48
PALOMA HERNÁNDEZ CEREZO,rentas,150.25
PALOMA INÉS SANZ JERÓNIMO,rentas,4790.16
PATRICIA ABASCAL JIMÉNEZ,rentas,43384.88
PATRICIA ABASCAL JIMÉNEZ,rentas,134.25
PATRICIA RODRÍGUEZ CALLEJA,rentas,48001.59
PEDRO ANATAEL MENESES ROQUÉ,rentas,29945.44
PEDRO ANATAEL MENESES ROQUÉ,rentas,449.00
PEDRO ANATAEL MENESES ROQUÉ,rentas,325.15
PEDRO ANATAEL MENESES ROQUÉ,rentas,7200.00
PEDRO ANTONIO MONTALVO ÍÑIGO,rentas,33024.43
PEDRO MANUEL RAMOS NEGRÍN,rentas,74192.49
PEDRO MANUEL ROLLÁN OJEDA,rentas,67119.20
PEDRO MANUEL ROLLÁN OJEDA,rentas,0.00
PEDRO MANUEL ROLLÁN OJEDA,rentas,69.86
PILAR ROJO NOGUERA,rentas,5228.37
PILAR ROJO NOGUERA,rentas,3777.39
PÍO GARCÍA-ESCUDERO MÁRQUEZ,rentas,5853.20
PÍO GARCÍA-ESCUDERO MÁRQUEZ,rentas,419.44
PÍO GARCÍA-ESCUDERO MÁRQUEZ,rentas,103.74
PÍO GARCÍA-ESCUDERO MÁRQUEZ,rentas,32095.00
RAFAEL ANTONIO HERNANDO FRAILE,rentas,36276.91
RAFAEL ESTEBAN SANTAMARÍA,rentas,36125.91
RAFAEL ESTEBAN SANTAMARÍA,rentas,8807.15
RAFAEL ESTEBAN SANTAMARÍA,rentas,67.57
RAFAEL ESTEBAN SANTAMARÍA,rentas,3600.00
RAMÓN MORALES QUESADA,rentas,1792.11
RAMÓN MORALES QUESADA,rentas,98.61
RAMÓN RODRÍGUEZ LÓPEZ,rentas,26750.00
RAMÓN RODRÍGUEZ LÓPEZ,rentas,0.00
RAÚL DÍAZ MARÍN,rentas,917.00
RIANSARES SERRANO MORALES,rentas,5268.69
RIANSARES SERRANO MORALES,rentas,89.10
RIANSARES SERRANO MORALES,rentas,2250.00
ROSA MARÍA ARZA RODRÍGUEZ,rentas,1006.04
ROSA MARÍA SERRANO SIERRA,rentas,8340.00
ROSA MARÍA SERRANO SIERRA,rentas,20880.00
RUBÉN MORENO PALANQUES,rentas,27583.17
RUBÉN MORENO PALANQUES,rentas,55.65
RUTH GOÑI SARRIES,rentas,11316.96
SALOMÉ PRADAS TEN,rentas,3287.03
SALOMÉ PRADAS TEN,rentas,6680.00
SALOMÉ PRADAS TEN,rentas,142.07
SALVADOR VIDAL VARELA,rentas,32518.31
SALVADOR VIDAL VARELA,rentas,515.29
SALVADOR VIDAL VARELA,rentas,14.21
SALVADOR VIDAL VARELA,rentas,306.00
SANTIAGO JOSÉ CASTELLÀ SURRIBAS,rentas,63023.97
SANTIAGO JOSÉ CASTELLÀ SURRIBAS,rentas,5.59
SANTIAGO JOSÉ CASTELLÀ SURRIBAS,rentas,16800.00
SARA BAILAC ARDANUY,rentas,45850.51
SARA BAILAC ARDANUY,rentas,65.97
SARA MARÍA GALVÁN LOBATO,rentas,1228.82
SATURNINA SANTANA DUMPIÉRREZ,rentas,82488.00
SATURNINA SANTANA DUMPIÉRREZ,rentas,220.00
SEBASTIÁN GONZÁLEZ VÁZQUEZ,rentas,20770.00
SEBASTIÁN GONZÁLEZ VÁZQUEZ,rentas,969.15
SEBASTIÁN GONZÁLEZ VÁZQUEZ,rentas,205.29
SEBASTIÁN GONZÁLEZ VÁZQUEZ,rentas,7.34
SEBASTIÁN GONZÁLEZ VÁZQUEZ,rentas,1800.00
SERGIO RAMOS ACOSTA,rentas,21970.76
SERGIO RAMOS ACOSTA,rentas,19637.83
SUSANNA MOLL KAMMERICH,rentas,51503.62
TOMÁS MARCOS ARIAS,rentas,60906.02
VERÓNICA MARÍA CASAL MÍGUEZ,rentas,14977.43
VICENÇ VIDAL MATAS,rentas,46763.39
VICENTE MARTÍNEZ MUS,rentas,18888.98
VICENTE MARTÍNEZ MUS,rentas,977.60
VICENTE MARTÍNEZ MUS,rentas,3543.33
VÍCTOR JAVIER RUIZ DE DIEGO,rentas,16191.61
VÍCTOR JAVIER RUIZ DE DIEGO,rentas,10932.00
VÍCTOR JAVIER RUIZ DE DIEGO,rentas,1000.00
VÍCTOR JAVIER RUIZ DE DIEGO,rentas,3.00
VÍCTOR JAVIER RUIZ DE DIEGO,rentas,300.00
VIOLANTE TOMÁS OLIVARES,rentas,22174.74
XAVIER CASTELLANA GAMISANS,rentas,60.00
XAVIER CASTELLANA GAMISANS,rentas,379.84
XAVIER CASTELLANA GAMISANS,rentas,1.05
XAVIER CASTELLANA GAMISANS,rentas,275.93
XOAQUÍN FERNÁNDEZ LEICEAGA,rentas,56989.95
XOAQUÍN FERNÁNDEZ LEICEAGA,rentas,483.22
YOLANDA MERELO PALOMARES,rentas,55200.82
YOLANDA MERELO PALOMARES,rentas,16.18
YOLANDA MERELO PALOMARES,rentas,-4.22
YOLANDA MERELO PALOMARES,rentas,12.79
ABELARDO VICO RUIZ,depositos,22984.28
ADELINA ESCANDELL GRASES,depositos,3000.00
ALBERTO CATALÁN HIGUERAS,depositos,62707.19
ALBERTO FABRA PART,depositos,61098.82
ALEJANDRO JOSÉ ZUBELDIA SANTOYO,depositos,23289.30
ALFONSO CARLOS MOSCOSO GONZÁLEZ,depositos,1300.00
ALFONSO ESCUDERO ORTEGA,depositos,230000.00
ALFONSO MUÑOZ CUENCA,depositos,467455.87
ALMUDENA OTAOLA URQUIJO,depositos,35500.00
AMARO HUELVA BETANZOS,depositos,8064.84
AMAYA LANDÍN DÍAZ DE CORCUERA,depositos,23013.68
AMELIA SALANUEVA MURGUIALDAY,depositos,52370.00
ANA BELÉN EDO GIL,depositos,25750.23
ANA CAMINS MARTÍNEZ,depositos,9500.00
ANA ISABEL ALÓS LÓPEZ,depositos,84000.00
ANA ISABEL VILLAR LECHÓN,depositos,9000.00
ANA LOURDES GONZÁLEZ GARCÍA,depositos,42886.87
ANA MARÍA AGUDÍEZ CALVO,depositos,8742.36
ANA MARIA SURRA SPADEA,depositos,14892.87
ANA MARTÍNEZ ZARAGOZA,depositos,12275.02
ANDER GIL GARCÍA,depositos,56215.59
ANTONIO ALARCÓ HERNÁNDEZ,depositos,6201.95
ANTONIO ARMANDO FERRER SAIS,depositos,258475.00
ANTONIO GUTIÉRREZ LIMONES,depositos,22134.00
ANTONIO JOSÉ COSCULLUELA BERGUA,depositos,35000.00
ANTONIO JULIÁN RODRÍGUEZ ESQUERDO,depositos,20476.50
ANTONIO MAGDALENO ALEGRÍA,depositos,42000.00
ANTONIO MARTÍNEZ RODRÍGUEZ,depositos,183890.00
ANTONIO ROMÁN JASANADA,depositos,171449.61
ANTONIO SERRANO AGUILAR,depositos,91311.01
ANTONIO SILVÁN RODRÍGUEZ,depositos,7000.00
ANTONIO VÁZQUEZ LORENZO,depositos,15650.00
ARTEMI VICENT RALLO LOMBARTE,depositos,5709.80
ASIER ANTONA GÓMEZ,depositos,8769.40
BALDOMERO ESPINOSA MORENO,depositos,1500.00
BEATRIZ MARTÍN LARRED,depositos,6716.59
BERNAT PICORNELL GRENZNER,depositos,77642.84
BIENVENIDO DE ARRIBA SÁNCHEZ,depositos,16338.17
BORJA PÉREZ SICILIA,depositos,19049.77
CÁNDIDA VERDIER MAYORAL,depositos,2906.27
CARLES MULET GARCÍA,depositos,35295.00
CARLOS JAVIER FLORIANO CORRALES,depositos,58089.83
CARLOS YÉCORA ROCA,depositos,35000.00
CARLOTA SANTIAGO CAMACHO,depositos,0.00
CARMEN TORRALBA VALIENTE,depositos,16614.00
CAROLINA AGUDO ALONSO,depositos,31221.56
CÉSAR ALEJANDRO MOGO ZARO,depositos,80841.00
CLEMENTE SÁNCHEZ-GARNICA GÓMEZ,depositos,108300.00
COSME BONET BONET,depositos,8131.68
CRISTINA AYALA SANTAMARÍA,depositos,80634.00
DAVID ERGUIDO CANO,depositos,45000.00
DAVID JUAN MUÑOZ ARBONA,depositos,9100.52
DONELIA ROLDÁN MARTÍNEZ,depositos,720.00
EDUARDO FERNÁNDEZ RUBIÑO,depositos,33076.24
ELENA MUÑOZ FONTERIZ,depositos,34000.00
ELISENDA PÉREZ ESTEVE,depositos,30078.57
EMILIO ARGÜESO TORRES,depositos,12000.00
ESTEFANÍA MARTÍN PALOP,depositos,36691.88
ESTHER BASILIA DEL BRÍO GONZÁLEZ,depositos,90000.00
FABIÁN CHINEA CORREA,depositos,359.33
FÉLIX DE LAS CUEVAS CORTÉS,depositos,49336.44
FÉLIX ORTEGA FERNÁNDEZ,depositos,101292.76
FERNANDO CLAVIJO BATLLE,depositos,15000.00
FERNANDO DE ROSA TORNER,depositos,5800.00
FERNANDO LASTRA VALDÉS,depositos,163102.36
FERNANDO LÓPEZ GIL,depositos,21000.00
FERNANDO MARTÍNEZ-MAÍLLO TORIBIO,depositos,40000.00
FERNANDO PRIEGO CHACÓN,depositos,79594.88
FRANCISCO ANTONIO BLANCO ÁNGEL,depositos,41750.00
FRANCISCO CAÑIZARES JIMÉNEZ,depositos,31197.44
FRANCISCO DÍAZ MUÑOZ,depositos,8500.31
FRANCISCO JAVIER ALEGRE BUXEDA,depositos,41415.83
FRANCISCO JAVIER ARAGÓN ARIZA,depositos,82000.00
FRANCISCO JAVIER ARENAS BOCANEGRA,depositos,21000.00
FRANCISCO JAVIER DE LUCAS MARTÍN,depositos,4000.00
FRANCISCO JAVIER FRAGOSO MARTÍNEZ,depositos,32923.78
FRANCISCO JAVIER LACALLE LACALLE,depositos,59000.00
FRANCISCO JAVIER MÁRQUEZ SÁNCHEZ,depositos,26450.00
FRANCISCO JOSÉ CARRILLO GUERRERO,depositos,262680.19
FRANCISCO JOSÉ FERNÁNDEZ PÉREZ,depositos,31300.00
FRANCISCO MANUEL FAJARDO PALAREA,depositos,1305.74
FRANCISCO MARTÍN BERNABÉ PÉREZ,depositos,31000.00
GERARDO MARTÍNEZ MARTÍNEZ,depositos,74000.00
GONZALO JESÚS ROBLES OROZCO,depositos,18000.00
GONZALO PALACÍN GUARNÉ,depositos,20523.77
GORKA ELEJABARRIETA DÍAZ,depositos,5250.00
GREGORIO JESÚS FERNÁNDEZ VAQUERO,depositos,27500.00
IDURRE BIDEGUREN GABANTXO,depositos,14368.24
IMANOL LANDA JÁUREGUI,depositos,62248.82
INÉS MARÍA PLAZA GARCÍA,depositos,8000.00
JACOBO GONZÁLEZ-ROBATTO PEROTE,depositos,151017.77
JAVIER GARCINUÑO RAMA,depositos,30461.97
JAVIER IGNACIO MAROTO ARANZÁBAL,depositos,62407.00
JAVIER JORGE GUERRA FERNÁNDEZ,depositos,1863505.00
JAVIER PUENTE REDONDO,depositos,22000.00
JAVIER SANTIAGO VÉLEZ,depositos,7000.00
JESÚS CARO ADANERO,depositos,10615.22
JESÚS GONZÁLEZ MÁRQUEZ,depositos,30268.68
JESÚS MANUEL ALONSO JIMÉNEZ,depositos,100000.00
JESÚS MARTÍN RODRÍGUEZ,depositos,175420.24
JESÚS VÁZQUEZ ABAD,depositos,74650.26
JOAN LERMA BLASCO,depositos,442752.00
JOAQUÍN EGEA SERRANO,depositos,9320.43
JOKIN BILDARRATZ SORRON,depositos,477105.92
JORDI LÓPEZ RAVANALS,depositos,246163.60
JORDI MARTÍ DEULOFEU,depositos,180881.69
JORGE DOMINGO MARTÍNEZ ANTOLÍN,depositos,27200.00
JOSÉ ANTONIO MONAGO TERRAZA,depositos,14157.60
JOSÉ ANTONIO ROBLES RODRÍGUEZ,depositos,17459.89
JOSE ASENSI SABATER,depositos,190228.00
JOSÉ AURELIO AGUILAR ROMÁN,depositos,101812.85
JOSÉ CARMELO CEPEDA GARCÍA DE LEÓN,depositos,3633.00
JOSÉ ENRIQUE SÁNCHEZ NÚÑEZ,depositos,36619.35
JOSÉ FERNÁNDEZ BLANCO,depositos,54987.23
JOSÉ IGNACIO LANDALUCE CALLEJA,depositos,218606.70
JOSÉ JULIÁN GREGORIO LÓPEZ,depositos,1000.00
JOSÉ LATORRE RUIZ,depositos,4073.67
JOSÉ LUIS GONZÁLEZ LA MOLA,depositos,3000.00
JOSÉ LUIS SANZ RUIZ,depositos,82000.00
JOSÉ MANUEL ARANDA LASSA,depositos,323820.00
JOSÉ MANUEL BARREIRO FERNÁNDEZ,depositos,190014.98
JOSÉ MANUEL BOLAÑOS VISO,depositos,49293.28
JOSÉ MANUEL DE LA VEGA CARRERA,depositos,61085.39
JOSÉ MANUEL MARÍN GASCÓN,depositos,1320.76
JOSÉ MANUEL TORTOSA RUIZ,depositos,210759.01
JOSÉ MARÍA BARRIOS TEJERO,depositos,29367.71
JOSÉ MARÍA OLEAGA ZALVIDEA,depositos,150000.00
JOSÉ MIGUEL FERNÁNDEZ VIADERO,depositos,76211.15
JOSÉ VICENTE MARÍ BOSÓ,depositos,7567.63
JOSEFA INMACULADA GONZÁLEZ BAYO,depositos,27283.93
JOSEFINA ANTONIA BUENO ALONSO,depositos,70173.55
JOSEP LLUÍS CLERIES I GONZÀLEZ,depositos,58053.54
JOSEP MARIA CERVERA PINART,depositos,3392.86
JOSEP MARIA MATAMALA ALSINA,depositos,21391.28
JOSEP RUFÀ GRÀCIA,depositos,5800.00
JUAN ANTONIO GILABERT SÁNCHEZ,depositos,4100.00
JUAN CARLOS FRANCISCO RIVERA,depositos,697000.00
JUAN CARLOS MEDINA MARTÍNEZ,depositos,15000.00
JUAN JOSÉ IMBRODA ORTIZ,depositos,54000.00
JUAN JOSÉ SANZ VITORIO,depositos,243903.97
JUAN MANUEL JUNCAL RODRÍGUEZ,depositos,35478.15
JUAN MARÍA VÁZQUEZ ROJAS,depositos,79520.00
JUAN PABLO MARTÍN MARTÍN,depositos,192331.72
JULIA MARÍA LIBERAL LIBERAL,depositos,7825.60
KOLDO MARTÍNEZ URIONABARRENETXEA,depositos,450000.00
LAURA CASTEL FORT,depositos,31725.13
LORENA ROLDÁN SUÁREZ,depositos,144257.55
LOURDES RETUERTO RODRÍGUEZ,depositos,3900.00
LUIS ALBERTO PLAZA MARTÍN,depositos,3205.00
LUIS JESÚS URIBE-ETXEBARRIA APALATEGUI,depositos,7476.00
LUIS ROGELIO RODRÍGUEZ COMENDADOR PÉREZ,depositos,196169.00
LUISA FERNANDA RUDI ÚBEDA,depositos,31418.78
MANUEL ÁNGEL FERNÁNDEZ PALOMINO,depositos,26300.00
MANUEL BLASCO MARQUÉS,depositos,25692.00
MANUEL CRUZ RODRÍGUEZ,depositos,125721.00
MANUEL ESCARDA ESCARDA,depositos,12007.09
MANUEL LORENZO VARELA RODRÍGUEZ,depositos,1800.00
MANUEL MIRANDA MARTÍNEZ,depositos,47896.00
MARÍA ADELAIDA PEDROSA ROLDÁN,depositos,20712.00
MARÍA ÁNGELES MUÑOZ URIOL,depositos,79102.28
MARÍA ASCENSIÓN GODOY TENA,depositos,59603.63
MARÍA CARMEN ISABEL POBO SÁNCHEZ,depositos,4649.01
MARÍA CRISTINA NARBONA RUIZ,depositos,38710.00
MARÍA DE LAS MERCEDES CANTALAPIEDRA ÁLVAREZ,depositos,8550.35
MARÍA DE LOS ÁNGELES LUNA MORALES,depositos,10432.92
MARÍA DEL CARMEN FERNÁNDEZ CABALLERO,depositos,15000.00
MARÍA DEL CARMEN LEYTE COELLO,depositos,69000.00
MARÍA DEL CARMEN MÍNGUEZ SIERRA,depositos,8932.11
MARÍA DEL CARMEN MORÁN FRANCO,depositos,29206.53
MARÍA DEL MAR ARNÁIZ GARCÍA,depositos,119200.00
MARÍA DOLORES ETXANO VARELA,depositos,41626.00
MARÍA ELENA DIEGO CASTELLANOS,depositos,4373.33
MARÍA ESTHER CARMONA DELGADO,depositos,14406.18
MARÍA FERNÁNDEZ ÁLVAREZ,depositos,91026.80
MARÍA ISABEL FERNÁNDEZ GUTIÉRREZ,depositos,45000.00
MARÍA ISABEL MORENO DUQUE,depositos,3381.75
MARÍA ISABEL VAQUERO MONTERO,depositos,64985.36
MARÍA JESÚS ÁLVAREZ GONZÁLEZ,depositos,82350.60
MARÍA JESÚS CASTRO MATEOS,depositos,24272.00
MARÍA JESÚS SERRANO JIMÉNEZ,depositos,32132.32
MARÍA JOSÉ HEREDIA DE MIGUEL,depositos,104287.00
MARÍA LUISA BUSTINDUY BARRERO,depositos,212.29
MARÍA MAR HORMIGO LEÓN,depositos,877.78
MARÍA MARGARITA PEREGRINA ADRIO TARACIDO,depositos,18992.51
MARÍA MERCEDES BERENGUER LLORENS,depositos,46673.90
MARÍA MERCEDES GARMENDIA BERECIARTU,depositos,56818.15
MARÍA MERCEDES OTERO GARCÍA,depositos,11640.71
MARÍA MONTSERRAT MURO MARTÍN,depositos,8196.94
MARÍA NIEVES HERNÁNDEZ ESPINAL,depositos,1094.95
MARÍA PILAR ALÍA AGUADO,depositos,72590.45
MARÍA PILAR DELGADO DÍEZ,depositos,275586.58
MARÍA PILAR GONZÁLEZ MODINO,depositos,1368.62
MARÍA PILAR LLOP CUENCA,depositos,42133.00
MARÍA PILAR MARTÍNEZ PEÑARRUBIA,depositos,46125.31
MARÍA ROSA PERAL DÍEZ,depositos,70793.00
MARÍA SALOM COLL,depositos,541538.00
MARÍA TERESA FERNÁNDEZ MOLINA,depositos,30378.00
MARÍA TERESA LÓPEZ MARTÍN,depositos,3000.00
MARÍA TERESA MACÍAS MATEOS,depositos,4389.26
MARÍA TERESA MARTÍN POZO,depositos,44660.92
MARIA TERESA RIVERO SEGALÀS,depositos,4844.36
MARÍA TERESA RUIZ-SILLERO BERNAL,depositos,51364.81
MARÍA VICTORIA DE PABLO DÁVILA,depositos,8022.00
MERCEDES FERNÁNDEZ GONZÁLEZ,depositos,5461.00
MICAELA NAVARRO GARZÓN,depositos,108620.00
MIGUEL ÁNGEL HEREDIA DÍAZ,depositos,29643.58
MIGUEL ÁNGEL NACARINO MURIEL,depositos,45406.62
MIGUEL ÁNGEL VÁZQUEZ BERMÚDEZ,depositos,52713.55
MIGUEL ÁNGEL VISO DIÉGUEZ,depositos,53500.00
MIGUEL DALMAU BLANCO,depositos,31014.97
MIGUEL JOSÉ AUBÀ FLEIX,depositos,21463.67
MIGUEL LORENZO TORRES,depositos,63667.20
MIGUEL SÁNCHEZ LÓPEZ,depositos,45815.84
MIQUEL CAMINAL CERDÀ,depositos,50000.00
MIRELLA CORTÈS GÈS,depositos,14379.39
MODESTO POSE MESURA,depositos,20000.00
NEREA AHEDO CEZA,depositos,10008.27
OLIVIA MARÍA DELGADO OVAL,depositos,111657.01
PABLO PÉREZ CORONADO,depositos,34175.75
PABLO RUZ VILLANUEVA,depositos,18400.00
PALOMA HERNÁNDEZ CEREZO,depositos,120000.00
PALOMA INÉS SANZ JERÓNIMO,depositos,126438.00
PATRICIA ABASCAL JIMÉNEZ,depositos,4560.27
PATRICIA RODRÍGUEZ CALLEJA,depositos,62751.91
PEDRO ANATAEL MENESES ROQUÉ,depositos,3900.00
PEDRO ANTONIO MONTALVO ÍÑIGO,depositos,112000.00
PEDRO MANUEL RAMOS NEGRÍN,depositos,2649.50
PEDRO MANUEL ROLLÁN OJEDA,depositos,18110.00
PILAR ROJO NOGUERA,depositos,53708.20
PÍO GARCÍA-ESCUDERO MÁRQUEZ,depositos,409059.48
RAFAEL ANTONIO HERNANDO FRAILE,depositos,56378.00
RAFAEL DAMIÁN LEMUS RUBIALES,depositos,14000.00
RAFAEL ESTEBAN SANTAMARÍA,depositos,11600.00
RAMÓN MORALES QUESADA,depositos,2427.78
RAMÓN RODRÍGUEZ LÓPEZ,depositos,4222.42
RAÚL DÍAZ MARÍN,depositos,17033.25
RIANSARES SERRANO MORALES,depositos,82450.47
ROBERT MASIH NAHAR,depositos,3250.00
RODRIGO MEDIAVILLA PÉREZ,depositos,4261.45
ROSA MARÍA ALDEA GÓMEZ,depositos,148000.00
ROSA MARÍA ARZA RODRÍGUEZ,depositos,24900.00
ROSA MARÍA SERRANO SIERRA,depositos,22000.00
RUBÉN MORENO PALANQUES,depositos,281303.70
RUTH GOÑI SARRIES,depositos,37453.53
SALOMÉ PRADAS TEN,depositos,128500.00
SALVADOR VIDAL VARELA,depositos,5567.30
SANTIAGO JOSÉ CASTELLÀ SURRIBAS,depositos,85163.00
SARA BAILAC ARDANUY,depositos,69284.14
SARA MARÍA GALVÁN LOBATO,depositos,17710.05
SARA VILÀ GALÁN,depositos,5000.00
SATURNINA SANTANA DUMPIÉRREZ,depositos,50000.00
SEBASTIÁN GONZÁLEZ VÁZQUEZ,depositos,74391.76
SERGIO RAMOS ACOSTA,depositos,6591.00
SOFÍA ACEDO REYES,depositos,23106.00
SUSANNA MOLL KAMMERICH,depositos,32393.00
TOMÁS MARCOS ARIAS,depositos,15000.00
VERÓNICA MARÍA CASAL MÍGUEZ,depositos,31293.95
VICENÇ VIDAL MATAS,depositos,123000.00
VICENTE MARTÍNEZ MUS,depositos,5500.00
VÍCTOR JAVIER RUIZ DE DIEGO,depositos,35000.00
VIOLANTE TOMÁS OLIVARES,depositos,6368.35
XAVIER CASTELLANA GAMISANS,depositos,22155.24
XOAQUÍN FERNÁNDEZ LEICEAGA,depositos,30984.00
YOLANDA MERELO PALOMARES,depositos,11806.72
ADELINA ESCANDELL GRASES,deudas,13504.21
ALBERTO CATALÁN HIGUERAS,deudas,1501.46
ALBERTO FABRA PART,deudas,158098.00
ALBERTO FABRA PART,deudas,11959.00
ALEJANDRO JOSÉ ZUBELDIA SANTOYO,deudas,29982.93
AMARO HUELVA BETANZOS,deudas,23986.09
AMARO HUELVA BETANZOS,deudas,1947.79
AMARO HUELVA BETANZOS,deudas,37014.88
AMARO HUELVA BETANZOS,deudas,185988.65
AMAYA LANDÍN DÍAZ DE CORCUERA,deudas,45303.47
AMELIA SALANUEVA MURGUIALDAY,deudas,25950.00
ANA BELÉN EDO GIL,deudas,55600.08
ANA BELÉN EDO GIL,deudas,50830.45
ANA CAMINS MARTÍNEZ,deudas,46816.00
ANA ISABEL ALÓS LÓPEZ,deudas,19735.71
ANA ISABEL ALÓS LÓPEZ,deudas,17434.94
ANA ISABEL VILLAR LECHÓN,deudas,24839.81
ANA ISABEL VILLAR LECHÓN,deudas,8717.87
ANA LOURDES GONZÁLEZ GARCÍA,deudas,52740.20
ANA MARÍA AGUDÍEZ CALVO,deudas,28367.66
ANA MARÍA AGUDÍEZ CALVO,deudas,4489.00
ANA MARIA SURRA SPADEA,deudas,41215.15
ANTONIO ALARCÓ HERNÁNDEZ,deudas,100140.89
ANTONIO ALARCÓ HERNÁNDEZ,deudas,110423.89
ANTONIO ARMANDO FERRER SAIS,deudas,5550.00
ANTONIO MARTÍNEZ RODRÍGUEZ,deudas,48502.41
ANTONIO SILVÁN RODRÍGUEZ,deudas,45722.00
ARTEMI VICENT RALLO LOMBARTE,deudas,25000.00
ASIER ANTONA GÓMEZ,deudas,49636.00
BALDOMERO ESPINOSA MORENO,deudas,36900.06
BALDOMERO ESPINOSA MORENO,deudas,6901.33
BALDOMERO ESPINOSA MORENO,deudas,7542.03
BALDOMERO ESPINOSA MORENO,deudas,15792.03
BALDOMERO ESPINOSA MORENO,deudas,2658.98
BEATRIZ MARTÍN LARRED,deudas,64330.83
BIENVENIDO DE ARRIBA SÁNCHEZ,deudas,13318.17
BIENVENIDO DE ARRIBA SÁNCHEZ,deudas,241619.58
BORJA PÉREZ SICILIA,deudas,165000.00
BORJA PÉREZ SICILIA,deudas,"23892,26,00"
BORJA PÉREZ SICILIA,deudas,"24141,85,00"
CÁNDIDA VERDIER MAYORAL,deudas,22658.00
CÁNDIDA VERDIER MAYORAL,deudas,25186.00
CÁNDIDA VERDIER MAYORAL,deudas,15000.00
CARLES MULET GARCÍA,deudas,37000.00
CARLOS JAVIER FLORIANO CORRALES,deudas,85039.53
CARLOS YÉCORA ROCA,deudas,150840.00
CARLOTA SANTIAGO CAMACHO,deudas,43770.63
CARLOTA SANTIAGO CAMACHO,deudas,161552.10
CARLOTA SANTIAGO CAMACHO,deudas,257521.21
CARLOTA SANTIAGO CAMACHO,deudas,7072.61
CARMEN TORRALBA VALIENTE,deudas,111390.00
COSME BONET BONET,deudas,153315.43
COSME BONET BONET,deudas,32989.18
CRISTINA AYALA SANTAMARÍA,deudas,6338.00
CRISTINA AYALA SANTAMARÍA,deudas,161924.00
DAVID ERGUIDO CANO,deudas,60000.00
DAVID JUAN MUÑOZ ARBONA,deudas,109653.99
DAVID JUAN MUÑOZ ARBONA,deudas,190657.87
DONELIA ROLDÁN MARTÍNEZ,deudas,86412.68
DONELIA ROLDÁN MARTÍNEZ,deudas,4457.96
DONELIA ROLDÁN MARTÍNEZ,deudas,2250.00
ELENA MUÑOZ FONTERIZ,deudas,223103.17
ELISENDA PÉREZ ESTEVE,deudas,231304.31
ELISENDA PÉREZ ESTEVE,deudas,32028.68
ELISENDA PÉREZ ESTEVE,deudas,8480.03
EMILIO ARGÜESO TORRES,deudas,103812.57
EMILIO ARGÜESO TORRES,deudas,28725.33
ESTEFANÍA MARTÍN PALOP,deudas,16390.54
ESTEFANÍA MARTÍN PALOP,deudas,18500.00
FÉLIX DE LAS CUEVAS CORTÉS,deudas,115317.37
FERNANDO CLAVIJO BATLLE,deudas,191477.00
FERNANDO CLAVIJO BATLLE,deudas,79716.00
FERNANDO DE ROSA TORNER,deudas,200000.00
FERNANDO LÓPEZ GIL,deudas,168689.37
FERNANDO LÓPEZ GIL,deudas,17408.22
FERNANDO MARTÍNEZ-MAÍLLO TORIBIO,deudas,22000.00
FERNANDO MARTÍNEZ-MAÍLLO TORIBIO,deudas,397000.00
FERNANDO MARTÍNEZ-MAÍLLO TORIBIO,deudas,18916.00
FERNANDO PRIEGO CHACÓN,deudas,34389.05
FERNANDO PRIEGO CHACÓN,deudas,8331.00
FRANCISCO ANTONIO BLANCO ÁNGEL,deudas,21246.00
FRANCISCO CAÑIZARES JIMÉNEZ,deudas,72847.18
FRANCISCO CAÑIZARES JIMÉNEZ,deudas,48473.73
FRANCISCO JAVIER ALEGRE BUXEDA,deudas,7116.83
FRANCISCO JAVIER ARENAS BOCANEGRA,deudas,78856.00
FRANCISCO JAVIER DE LUCAS MARTÍN,deudas,162531.00
FRANCISCO JAVIER DE LUCAS MARTÍN,deudas,5809.00
