unique_id,full_name,first_name,last_name,political_group,gender,congress_page
PauMaríKlose,Pau  Marí Klose, Pau  ,Marí Klose,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=73&idLegislatura=14
GuillermoMariscalAnaya,Guillermo  Mariscal Anaya, Guillermo  ,Mariscal Anaya,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=339&idLegislatura=14
ManuelMariscalZabala,Manuel  Mariscal Zabala, Manuel  ,Mariscal Zabala,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=153&idLegislatura=14
MaríaMárquezGuerrero,María  Márquez Guerrero, María  ,Márquez Guerrero,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=236&idLegislatura=14
MaríaÁngelesMarraDomínguez,María Ángeles  Marra Domínguez, María Ángeles  ,Marra Domínguez,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=46&idLegislatura=14
MartaMartínLlaguno,Marta  Martín Llaguno, Marta  ,Martín Llaguno,GCs ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=155&idLegislatura=14
MaríaValentinaMartínezFerro,María Valentina  Martínez Ferro, María Valentina  ,Martínez Ferro,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=341&idLegislatura=14
MaríaCarmenMartínezGranados,María Carmen  Martínez Granados, María Carmen  ,Martínez Granados,GCs ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=60&idLegislatura=14
IsidroManuelMartínezOblanca,Isidro Manuel  Martínez Oblanca, Isidro Manuel  ,Martínez Oblanca,GMx ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=20&idLegislatura=14
MaríaLuzMartínezSeijo,María Luz  Martínez Seijo, María Luz  ,Martínez Seijo,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=251&idLegislatura=14
JuanJoséMataríSáez,Juan José  Matarí Sáez, Juan José  ,Matarí Sáez,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=48&idLegislatura=14
JaimeMiguelMateuIstúriz,Jaime Miguel  Mateu Istúriz, Jaime Miguel  ,Mateu Istúriz,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=133&idLegislatura=14
OskarMatuteGarcíadeJalón,Oskar  Matute García De Jalón, Oskar  ,Matute García de Jalón,GEH Bildu ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=63&idLegislatura=14
RafaelMayoralPerales,Rafael  Mayoral Perales, Rafael  ,Mayoral Perales,GCUP-EC-GC ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=336&idLegislatura=14
JoséMaríaMazónRamos,José María  Mazón Ramos, José María  ,Mazón Ramos,GMx ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=349&idLegislatura=14
RosaMaríaMedelPérez,Rosa María  Medel Pérez, Rosa María  ,Medel Pérez,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=355&idLegislatura=14
GuillermoAntonioMeijónCouselo,Guillermo Antonio  Meijón Couselo, Guillermo Antonio  ,Meijón Couselo,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=1&idLegislatura=14
JoanMenaArca,Joan  Mena Arca, Joan  ,Mena Arca,GCUP-EC-GC ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=264&idLegislatura=14
LourdesMéndezMonasterio,Lourdes  Méndez Monasterio, Lourdes  ,Méndez Monasterio,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=177&idLegislatura=14
JavierMerinoMartínez,Javier  Merino Martínez, Javier  ,Merino Martínez,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=138&idLegislatura=14
ManuelMestreBarea,Manuel  Mestre Barea, Manuel  ,Mestre Barea,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=268&idLegislatura=14
MontseMínguezGarcía,Montse  Mínguez García, Montse  ,Mínguez García,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=199&idLegislatura=14
SergiMiqueliValentí,Sergi  Miquel I Valentí, Sergi  ,Miquel i Valentí,GPlu ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=23&idLegislatura=14
MaríaSandraMoneoDíez,María Sandra  Moneo Díez, María Sandra  ,Moneo Díez,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=337&idLegislatura=14
MaríaJesúsMonteroCuadrado,María Jesús  Montero Cuadrado, María Jesús  ,Montero Cuadrado,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=225&idLegislatura=14
IreneMaríaMonteroGil,Irene María  Montero Gil, Irene María  ,Montero Gil,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=329&idLegislatura=14
PabloMontesinosAguayo,Pablo  Montesinos Aguayo, Pablo  ,Montesinos Aguayo,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=315&idLegislatura=14
MacarenaMontesinosdeMiguel,Macarena  Montesinos De Miguel, Macarena  ,Montesinos de Miguel,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=346&idLegislatura=14
TristanaMaríaMoralejaGómez,Tristana María  Moraleja Gómez, Tristana María  ,Moraleja Gómez,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=57&idLegislatura=14
MaríaJesúsMoroAlmaraz,María Jesús  Moro Almaraz, María Jesús  ,Moro Almaraz,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=91&idLegislatura=14
DiegoMovellánLombilla,Diego  Movellán Lombilla, Diego  ,Movellán Lombilla,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=78&idLegislatura=14
LucíaMuñozDalda,Lucía  Muñoz Dalda, Lucía  ,Muñoz Dalda,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=335&idLegislatura=14
MaríaMuñozVidal,María  Muñoz Vidal, María  ,Muñoz Vidal,GCs ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=333&idLegislatura=14
MaríaDoloresNarváezBandera,María Dolores  Narváez Bandera, María Dolores  ,Narváez Bandera,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=154&idLegislatura=14
BegoñaNasarreOliva,Begoña  Nasarre Oliva, Begoña  ,Nasarre Oliva,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=313&idLegislatura=14
JulioNavalpotroGómez,Julio  Navalpotro Gómez, Julio  ,Navalpotro Gómez,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=366&idLegislatura=14
CarmenNavarroLacoba,Carmen  Navarro Lacoba, Carmen  ,Navarro Lacoba,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=82&idLegislatura=14
PedroNavarroLópez,Pedro  Navarro López, Pedro  ,Navarro López,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=220&idLegislatura=14
MaríaMagdalenaNevadodelCampo,María Magdalena  Nevado Del Campo, María Magdalena  ,Nevado del Campo,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=293&idLegislatura=14
MíriamNoguerasiCamero,Míriam  Nogueras I Camero, Míriam  ,Nogueras i Camero,GPlu ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=27&idLegislatura=14
JoanJosepNuetPujals,Joan Josep  Nuet Pujals, Joan Josep  ,Nuet Pujals,GR ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=189&idLegislatura=14
JaimeEduardode OlanoVela,Jaime Eduardo De  Olano Vela, Jaime Eduardo de  ,Olano Vela,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=167&idLegislatura=14
MacarenaOlonaChoclán,Macarena  Olona Choclán, Macarena  ,Olona Choclán,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=84&idLegislatura=14
AnaMaríaOramasGonzález-Moro,Ana María  Oramas González-Moro, Ana María  ,Oramas González-Moro,GMx ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=161&idLegislatura=14
MaríaInmaculadaOriaLópez,María Inmaculada  Oria López, María Inmaculada  ,Oria López,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=370&idLegislatura=14
JoséRamónOrtegaDomínguez,José Ramón  Ortega Domínguez, José Ramón  ,Ortega Domínguez,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=368&idLegislatura=14
FranciscoJavierOrtegaSmith-Molina,Francisco Javier  Ortega Smith-Molina, Francisco Javier  ,Ortega Smith-Molina,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=326&idLegislatura=14
JoséOrtizGalván,José  Ortiz Galván, José  ,Ortiz Galván,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=134&idLegislatura=14
EstherPadillaRuiz,Esther  Padilla Ruiz, Esther  ,Padilla Ruiz,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=173&idLegislatura=14
MiguelÁngelPaniaguaNúñez,Miguel Ángel  Paniagua Núñez, Miguel Ángel  ,Paniagua Núñez,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=240&idLegislatura=14
AnaMaríaPastorJulián,Ana María  Pastor Julián, Ana María  ,Pastor Julián,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=31&idLegislatura=14
RaquelPedrajaSáinz,Raquel  Pedraja Sáinz, Raquel  ,Pedraja Sáinz,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=362&idLegislatura=14
JuanLuisPedreñoMolina,Juan Luis  Pedreño Molina, Juan Luis  ,Pedreño Molina,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=132&idLegislatura=14
EstherPeñaCamarero,Esther  Peña Camarero, Esther  ,Peña Camarero,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=18&idLegislatura=14
MaríaMercèPereaiConillas,María Mercè  Perea I Conillas, María Mercè  ,Perea i Conillas,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=203&idLegislatura=14
AdolfoPérezAbellás,Adolfo  Pérez Abellás, Adolfo  ,Pérez Abellás,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=33&idLegislatura=14
MaríaAuxiliadoraPérezDíaz,María Auxiliadora  Pérez Díaz, María Auxiliadora  ,Pérez Díaz,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=160&idLegislatura=14
VíctorValentínPírizMaya,Víctor Valentín  Píriz Maya, Víctor Valentín  ,Píriz Maya,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=9&idLegislatura=14
GerardoPisarelloPrados,Gerardo  Pisarello Prados, Gerardo  ,Pisarello Prados,GCUP-EC-GC ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=290&idLegislatura=14
MaríadelCarmenPitaCárdenes,María Del Carmen  Pita Cárdenes, María del Carmen  ,Pita Cárdenes,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=356&idLegislatura=14
PereJoanPonsSampietro,Pere Joan  Pons Sampietro, Pere Joan  ,Pons Sampietro,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=223&idLegislatura=14
JesúsPostigoQuintana,Jesús  Postigo Quintana, Jesús  ,Postigo Quintana,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=51&idLegislatura=14
IsabelPozuetaFernández,Isabel  Pozueta Fernández, Isabel  ,Pozueta Fernández,GEH Bildu ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=65&idLegislatura=14
AnaPrietoNieto,Ana  Prieto Nieto, Ana  ,Prieto Nieto,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=81&idLegislatura=14
MargaritaProhensRigo,Margarita  Prohens Rigo, Margarita  ,Prohens Rigo,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=243&idLegislatura=14
NormaPujoliFarré,Norma  Pujol I Farré, Norma  ,Pujol i Farré,GR ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=191&idLegislatura=14
PedroQuevedoIturbe,Pedro  Quevedo Iturbe, Pedro  ,Quevedo Iturbe,GMx ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=351&idLegislatura=14
MaríaPilarRamalloVázquez,María Pilar  Ramallo Vázquez, María Pilar  ,Ramallo Vázquez,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=117&idLegislatura=14
ArnauRamírezCarner,Arnau  Ramírez Carner, Arnau  ,Ramírez Carner,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=197&idLegislatura=14
JoséRamírezdelRío,José  Ramírez Del Río, José  ,Ramírez del Río,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=93&idLegislatura=14
ElviraRamónUtrabo,Elvira  Ramón Utrabo, Elvira  ,Ramón Utrabo,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=8&idLegislatura=14
CésarJoaquínRamosEsteban,César Joaquín  Ramos Esteban, César Joaquín  ,Ramos Esteban,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=178&idLegislatura=14
JoséLuisRamosRodríguez,José Luis  Ramos Rodríguez, José Luis  ,Ramos Rodríguez,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=218&idLegislatura=14
MaríaTamaraRayaRodríguez,María Tamara  Raya Rodríguez, María Tamara  ,Raya Rodríguez,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=112&idLegislatura=14
MaríadelaORedondoCalvillo,María De La O  Redondo Calvillo, María de la O  ,Redondo Calvillo,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=106&idLegislatura=14
NéstorRegoCandamil,Néstor  Rego Candamil, Néstor  ,Rego Candamil,GPlu ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=40&idLegislatura=14
GermánRenauMartínez,Germán  Renau Martínez, Germán  ,Renau Martínez,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=52&idLegislatura=14
PedroJesúsRequejoNovoa,Pedro Jesús  Requejo Novoa, Pedro Jesús  ,Requejo Novoa,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=85&idLegislatura=14
JuanDiegoRequenaRuiz,Juan Diego  Requena Ruiz, Juan Diego  ,Requena Ruiz,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=79&idLegislatura=14
CarmenRiolobosRegadera,Carmen  Riolobos Regadera, Carmen  ,Riolobos Regadera,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=7&idLegislatura=14
JoaquínRoblesLópez,Joaquín  Robles López, Joaquín  ,Robles López,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=246&idLegislatura=14
AndrésAlbertoRodríguezAlmeida,Andrés Alberto  Rodríguez Almeida, Andrés Alberto  ,Rodríguez Almeida,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=256&idLegislatura=14
MaríadelPilarRodríguezGómez,María Del Pilar  Rodríguez Gómez, María del Pilar  ,Rodríguez Gómez,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=273&idLegislatura=14
AlfonsoRodríguezGómezdeCelis,Alfonso  Rodríguez Gómez De Celis, Alfonso  ,Rodríguez Gómez de Celis,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=168&idLegislatura=14
MaríaElviraRodríguezHerrer,María Elvira  Rodríguez Herrer, María Elvira  ,Rodríguez Herrer,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=123&idLegislatura=14
AlbertoRodríguezRodríguez,Alberto  Rodríguez Rodríguez, Alberto  ,Rodríguez Rodríguez,GCUP-EC-GC ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=338&idLegislatura=14
JoséAntonioRodríguezSalas,José Antonio  Rodríguez Salas, José Antonio  ,Rodríguez Salas,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=6&idLegislatura=14
CarlosRojasGarcía,Carlos  Rojas García, Carlos  ,Rojas García,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=242&idLegislatura=14
CarmeloRomeroHernández,Carmelo  Romero Hernández, Carmelo  ,Romero Hernández,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=241&idLegislatura=14
RosaMaríaRomeroSánchez,Rosa María  Romero Sánchez, Rosa María  ,Romero Sánchez,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=36&idLegislatura=14
MaríadelosReyesRomeroVilches,María De Los Reyes  Romero Vilches, María de los Reyes  ,Romero Vilches,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=174&idLegislatura=14
SusanaRosMartínez,Susana  Ros Martínez, Susana  ,Ros Martínez,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=53&idLegislatura=14
AgustínRosetyFernándezdeCastro,Agustín  Rosety Fernández De Castro, Agustín  ,Rosety Fernández de Castro,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=255&idLegislatura=14
MartaRosiqueiSaltor,Marta  Rosique I Saltor, Marta  ,Rosique i Saltor,GR ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=185&idLegislatura=14
PatriciaRuedaPerelló,Patricia  Rueda Perelló, Patricia  ,Rueda Perelló,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=75&idLegislatura=14
GabrielRufiánRomero,Gabriel  Rufián Romero, Gabriel  ,Rufián Romero,GR ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=187&idLegislatura=14
