unique_id,full_name,first_name,last_name,political_group,political_group_IW,gender,congress_page
Maríamontserratgarcíachavarría,María Montserrat  García Chavarría, María Montserrat  ,García Chavarría,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=304&idLegislatura=14
Joaquínmaríagarcíadíez,Joaquín María  García Díez, Joaquín María  ,García Díez,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=11&idLegislatura=14
Teodorogarcíaegea,Teodoro  García Egea, Teodoro  ,García Egea,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=310&idLegislatura=14
Valentíngarcíagómez,Valentín  García Gómez, Valentín  ,García Gómez,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=226&idLegislatura=14
Maribelgarcíalópez,Maribel  García López, Maribel  ,García López,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=39&idLegislatura=14
Robertogarcíamorís,Roberto  García Morís, Roberto  ,García Morís,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=231&idLegislatura=14
Maríadelmargarcíapuig,María Del Mar  García Puig, María del Mar  ,García Puig,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=265&idLegislatura=14
Aliciagarcíarodríguez,Alicia  García Rodríguez, Alicia  ,García Rodríguez,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=50&idLegislatura=14
Maríajoségarcía-Pelayojurado,María José  García-Pelayo Jurado, María José  ,García-Pelayo Jurado,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=17&idLegislatura=14
Pilargarridogutiérrez,Pilar  Garrido Gutiérrez, Pilar  ,Garrido Gutiérrez,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=210&idLegislatura=14
Ignaciogarrigavazdeconcicao,Ignacio  Garriga Vaz De Concicao, Ignacio  ,Garriga Vaz de Concicao,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=150&idLegislatura=14
Albertogarzónespinosa,Alberto  Garzón Espinosa, Alberto  ,Garzón Espinosa,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=12&idLegislatura=14
Palomagázquezcollado,Paloma  Gázquez Collado, Paloma  ,Gázquez Collado,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=279&idLegislatura=14
Luisgestosodemiguel,Luis  Gestoso De Miguel, Luis  ,Gestoso de Miguel,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=131&idLegislatura=14
Ignaciogillázaro,Ignacio  Gil Lázaro, Ignacio  ,Gil Lázaro,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=295&idLegislatura=14
Saragiménezgiménez,Sara  Giménez Giménez, Sara  ,Giménez Giménez,GPCs ,GP. Ciudadanos,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=169&idLegislatura=14
Héctorgómezhernández,Héctor  Gómez Hernández, Héctor  ,Gómez Hernández,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=104&idLegislatura=14
Antoniogómez-Reinovarela,Antonio  Gómez-Reino Varela, Antonio  ,Gómez-Reino Varela,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=176&idLegislatura=14
Miguelángelgonzálezcaballero,Miguel Ángel  González Caballero, Miguel Ángel  ,González Caballero,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=222&idLegislatura=14
Víctorgonzálezcoellodeportugal,Víctor  González Coello De Portugal, Víctor  ,González Coello de Portugal,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=76&idLegislatura=14
Maríadelcarmengonzálezguinda,María Del Carmen  González Guinda, María del Carmen  ,González Guinda,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=288&idLegislatura=14
Ariagonagonzálezpérez,Ariagona  González Pérez, Ariagona  ,González Pérez,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=164&idLegislatura=14
Manuelgabrielgonzálezramos,Manuel Gabriel  González Ramos, Manuel Gabriel  ,González Ramos,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=147&idLegislatura=14
Antoniogonzálezterol,Antonio  González Terol, Antonio  ,González Terol,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=166&idLegislatura=14
Martagonzálezvázquez,Marta  González Vázquez, Marta  ,González Vázquez,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=237&idLegislatura=14
Josunegorospeelezcano,Josune  Gorospe Elezcano, Josune  ,Gorospe Elezcano,GPV (EAJ-PNV),GP. Vasco (EAJ-PNV),F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=96&idLegislatura=14
Inésgranollerscunillera,Inés  Granollers Cunillera, Inés  ,Granollers Cunillera,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=183&idLegislatura=14
Sandraguaitaesteruelas,Sandra  Guaita Esteruelas, Sandra  ,Guaita Esteruelas,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=208&idLegislatura=14
Soniaguerralópez,Sonia  Guerra López, Sonia  ,Guerra López,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=357&idLegislatura=14
